,Date,Close
0,2014-09-17,457.334015
1,2014-09-18,424.440002
2,2014-09-19,394.79599
3,2014-09-20,408.903992
4,2014-09-21,398.821014
5,2014-09-22,402.152008
6,2014-09-23,435.790985
7,2014-09-24,423.204987
8,2014-09-25,411.574005
9,2014-09-26,404.424988
10,2014-09-27,399.519989
11,2014-09-28,377.181
12,2014-09-29,375.46701
13,2014-09-30,386.944
14,2014-10-01,383.61499
15,2014-10-02,375.071991
16,2014-10-03,359.511993
17,2014-10-04,328.865997
18,2014-10-05,320.51001
19,2014-10-06,330.07901
20,2014-10-07,336.187012
21,2014-10-08,352.940002
22,2014-10-09,365.026001
23,2014-10-10,361.562012
24,2014-10-11,362.299011
25,2014-10-12,378.549011
26,2014-10-13,390.414001
27,2014-10-14,400.869995
28,2014-10-15,394.77301
29,2014-10-16,382.556
30,2014-10-17,383.757996
31,2014-10-18,391.441986
32,2014-10-19,389.54599
33,2014-10-20,382.845001
34,2014-10-21,386.475006
35,2014-10-22,383.15799
36,2014-10-23,358.416992
37,2014-10-24,358.345001
38,2014-10-25,347.270996
39,2014-10-26,354.70401
40,2014-10-27,352.989014
41,2014-10-28,357.618011
42,2014-10-29,335.591003
43,2014-10-30,345.304993
44,2014-10-31,338.321014
45,2014-11-01,325.748993
46,2014-11-02,325.891998
47,2014-11-03,327.553986
48,2014-11-04,330.492004
49,2014-11-05,339.485992
50,2014-11-06,349.290009
51,2014-11-07,342.415009
52,2014-11-08,345.488007
53,2014-11-09,363.264008
54,2014-11-10,366.924011
55,2014-11-11,367.695007
56,2014-11-12,423.561005
57,2014-11-13,420.734985
58,2014-11-14,397.817993
59,2014-11-15,376.132996
60,2014-11-16,387.881989
61,2014-11-17,387.40799
62,2014-11-18,375.197998
63,2014-11-19,380.554993
64,2014-11-20,357.839996
65,2014-11-21,350.847992
66,2014-11-22,352.920013
67,2014-11-23,367.572998
68,2014-11-24,376.901001
69,2014-11-25,375.347992
70,2014-11-26,368.369995
71,2014-11-27,369.670013
72,2014-11-28,376.446991
73,2014-11-29,375.490997
74,2014-11-30,378.046997
75,2014-12-01,379.244995
76,2014-12-02,381.315002
77,2014-12-03,375.01001
78,2014-12-04,369.604004
79,2014-12-05,376.854004
80,2014-12-06,374.785004
81,2014-12-07,375.095001
82,2014-12-08,361.908997
83,2014-12-09,352.218994
84,2014-12-10,346.36499
85,2014-12-11,350.506012
86,2014-12-12,352.541992
87,2014-12-13,347.376007
88,2014-12-14,351.631989
89,2014-12-15,345.345001
90,2014-12-16,327.062012
91,2014-12-17,319.776001
92,2014-12-18,311.395996
93,2014-12-19,317.842987
94,2014-12-20,329.955994
95,2014-12-21,320.842987
96,2014-12-22,331.885986
97,2014-12-23,334.571991
98,2014-12-24,322.533997
99,2014-12-25,319.007996
100,2014-12-26,327.924011
101,2014-12-27,315.863007
102,2014-12-28,317.239014
103,2014-12-29,312.670013
104,2014-12-30,310.737
105,2014-12-31,320.192993
106,2015-01-01,314.248993
107,2015-01-02,315.032013
108,2015-01-03,281.082001
109,2015-01-04,264.195007
110,2015-01-05,274.473999
111,2015-01-06,286.188995
112,2015-01-07,294.337006
113,2015-01-08,283.348999
114,2015-01-09,290.40799
115,2015-01-10,274.79599
116,2015-01-11,265.660004
117,2015-01-12,267.79599
118,2015-01-13,225.860992
119,2015-01-14,178.102997
120,2015-01-15,209.843994
121,2015-01-16,208.097
122,2015-01-17,199.259995
123,2015-01-18,210.339005
124,2015-01-19,214.860992
125,2015-01-20,211.315002
126,2015-01-21,226.897003
127,2015-01-22,233.406006
128,2015-01-23,232.878998
129,2015-01-24,247.847
130,2015-01-25,253.718002
131,2015-01-26,273.472992
132,2015-01-27,263.475006
133,2015-01-28,233.914993
134,2015-01-29,233.513
135,2015-01-30,226.425003
136,2015-01-31,217.464005
137,2015-02-01,226.972
138,2015-02-02,238.229004
139,2015-02-03,227.268005
140,2015-02-04,226.852997
141,2015-02-05,217.110992
142,2015-02-06,222.266006
143,2015-02-07,227.753998
144,2015-02-08,223.412003
145,2015-02-09,220.110001
146,2015-02-10,219.839005
147,2015-02-11,219.184998
148,2015-02-12,221.764008
149,2015-02-13,235.427002
150,2015-02-14,257.321014
151,2015-02-15,234.824997
152,2015-02-16,233.843002
153,2015-02-17,243.610001
154,2015-02-18,236.326004
155,2015-02-19,240.283005
156,2015-02-20,243.779007
157,2015-02-21,244.533997
158,2015-02-22,235.977005
159,2015-02-23,238.891998
160,2015-02-24,238.735001
161,2015-02-25,237.470001
162,2015-02-26,236.425995
163,2015-02-27,253.828003
164,2015-02-28,254.263
165,2015-03-01,260.201996
166,2015-03-02,275.670013
167,2015-03-03,281.701996
168,2015-03-04,273.09201
169,2015-03-05,276.178009
170,2015-03-06,272.722992
171,2015-03-07,276.260986
172,2015-03-08,274.354004
173,2015-03-09,289.606995
174,2015-03-10,291.76001
175,2015-03-11,296.378998
176,2015-03-12,294.354004
177,2015-03-13,285.337006
178,2015-03-14,281.88501
179,2015-03-15,286.393005
180,2015-03-16,290.592987
181,2015-03-17,285.505005
182,2015-03-18,256.299011
183,2015-03-19,260.928009
184,2015-03-20,261.748993
185,2015-03-21,260.024994
186,2015-03-22,267.959991
187,2015-03-23,266.73999
188,2015-03-24,245.595001
189,2015-03-25,246.197006
190,2015-03-26,248.531998
191,2015-03-27,247.029007
