,Date,btc,eth,bnc
557,2019-02-02,3521.060791,110.43026,6.891695
558,2019-02-03,3464.013428,107.492668,6.738165
559,2019-02-04,3459.154053,107.821602,7.1005
560,2019-02-05,3466.357422,107.44352,7.81981
561,2019-02-06,3413.767822,104.919289,8.086174
562,2019-02-07,3399.47168,104.535301,7.730325
563,2019-02-08,3666.780273,119.267746,8.575567
564,2019-02-09,3671.203613,119.430885,8.871357
565,2019-02-10,3690.188232,124.806488,9.21154
566,2019-02-11,3648.430664,121.298393,9.551809
567,2019-02-12,3653.528564,122.572289,9.341781
568,2019-02-13,3632.070557,122.553604,8.941073
569,2019-02-14,3616.880859,121.390205,8.782048
570,2019-02-15,3620.810791,122.100388,9.273832
571,2019-02-16,3629.787598,123.260216,9.129251
572,2019-02-17,3673.836182,133.598877,9.216046
573,2019-02-18,3915.714355,146.098373,9.634436
574,2019-02-19,3947.094482,145.346191,10.563078
575,2019-02-20,3999.820557,149.554337,10.966056
576,2019-02-21,3954.118164,146.130844,10.492892
577,2019-02-22,4005.526611,149.092453,10.837115
578,2019-02-23,4142.526855,158.795425,10.781801
579,2019-02-24,3810.42749,135.852661,10.113093
580,2019-02-25,3882.696289,139.822861,9.842012
581,2019-02-26,3854.35791,138.089676,9.521595
582,2019-02-27,3851.047363,136.125961,9.899132
583,2019-02-28,3854.7854,136.746246,10.365178
584,2019-03-01,3859.58374,136.443619,11.393217
585,2019-03-02,3864.415039,134.206955,11.869744
586,2019-03-03,3847.175781,132.24942,11.537903
587,2019-03-04,3761.557129,127.774124,11.545945
588,2019-03-05,3896.375,137.822388,13.811967
589,2019-03-06,3903.942627,138.789352,14.517946
590,2019-03-07,3911.484375,138.0345,15.145886
591,2019-03-08,3901.131592,135.127075,14.366936
592,2019-03-09,3963.313721,137.965332,14.565879
593,2019-03-10,3951.599854,136.758682,14.494439
594,2019-03-11,3905.227295,133.83403,14.514414
595,2019-03-12,3909.15625,134.442886,15.406131
596,2019-03-13,3906.717285,133.263077,15.115124
597,2019-03-14,3924.369141,133.711594,15.051104
598,2019-03-15,3960.911133,137.691788,15.077102
599,2019-03-16,4048.72583,142.398178,16.119011
600,2019-03-17,4025.229004,140.000549,15.761146
601,2019-03-18,4032.507324,139.374603,15.682012
602,2019-03-19,4071.190186,140.519196,15.693595
603,2019-03-20,4087.476318,140.686356,15.280023
604,2019-03-21,4029.326904,136.636063,14.517393
605,2019-03-22,4023.968262,137.181442,15.266424
606,2019-03-23,4035.826416,138.239868,15.235995
607,2019-03-24,4022.168213,136.986923,17.285357
608,2019-03-25,3963.070557,135.031021,16.841007
609,2019-03-26,3985.080811,135.460358,16.335665
610,2019-03-27,4087.066162,140.988159,16.781343
611,2019-03-28,4069.107178,139.416473,16.80533
612,2019-03-29,4098.374512,142.497421,16.510141
613,2019-03-30,4106.660156,142.092682,16.932213
614,2019-03-31,4105.404297,141.514099,17.40167
615,2019-04-01,4158.183105,141.830322,17.950502
616,2019-04-02,4879.87793,163.961746,19.789783
617,2019-04-03,4973.021973,161.458801,18.753063
618,2019-04-04,4922.798828,158.052536,19.142689
619,2019-04-05,5036.681152,165.514847,19.453466
620,2019-04-06,5059.817383,165.947205,19.115629
621,2019-04-07,5198.896973,174.531647,19.110271
622,2019-04-08,5289.770996,180.25882,18.113703
623,2019-04-09,5204.958496,176.114578,18.435053
624,2019-04-10,5324.551758,177.337479,18.248579
625,2019-04-11,5064.487793,165.497025,17.70048
626,2019-04-12,5089.539063,164.736328,18.434271
627,2019-04-13,5096.586426,164.513351,18.719797
628,2019-04-14,5167.722168,167.838516,19.49202
629,2019-04-15,5067.108398,161.574173,19.402426
630,2019-04-16,5235.55957,167.623444,19.827456
631,2019-04-17,5251.937988,166.95076,19.60335
632,2019-04-18,5298.385742,173.814026,22.038479
633,2019-04-19,5303.8125,173.708435,24.475281
634,2019-04-20,5337.88623,173.751266,25.007528
635,2019-04-21,5314.53125,170.046524,24.193829
636,2019-04-22,5399.365234,171.874664,23.90811
637,2019-04-23,5572.362305,171.4478,22.876261
638,2019-04-24,5464.866699,165.826096,23.129068
639,2019-04-25,5210.515625,154.459396,22.243107
640,2019-04-26,5279.348145,156.347092,22.869429
641,2019-04-27,5268.291016,158.434937,22.341587
642,2019-04-28,5285.13916,157.295074,22.89934
643,2019-04-29,5247.352539,155.201996,21.705067
644,2019-04-30,5350.726563,162.166031,22.127836
645,2019-05-01,5402.697266,160.818344,21.953621
646,2019-05-02,5505.283691,162.122787,23.59193
647,2019-05-03,5768.289551,167.952408,23.749628
648,2019-05-04,5831.16748,164.026581,22.884832
649,2019-05-05,5795.708496,163.450699,23.019953
650,2019-05-06,5746.807129,172.653214,22.206635
651,2019-05-07,5829.501465,169.79866,20.86418
652,2019-05-08,5982.45752,170.948166,20.752676
653,2019-05-09,6174.528809,170.289307,18.828356
654,2019-05-10,6378.849121,173.142746,19.598108
655,2019-05-11,7204.771484,194.304337,21.049442
656,2019-05-12,6972.371582,187.325317,20.830297
657,2019-05-13,7814.915039,196.846283,23.811028
658,2019-05-14,7994.416016,217.148575,23.626419
659,2019-05-15,8205.167969,247.153061,26.894939
660,2019-05-16,7884.90918,264.01001,26.325806
661,2019-05-17,7343.895508,243.764587,25.682571
662,2019-05-18,7271.208008,234.59523,28.396793
663,2019-05-19,8197.689453,261.292206,29.412844
664,2019-05-20,7978.309082,251.86441,29.305387
665,2019-05-21,7963.327637,255.215881,32.007378
666,2019-05-22,7680.066406,244.698914,31.422043
667,2019-05-23,7881.84668,245.965668,31.515736
668,2019-05-24,7987.371582,249.484985,33.841393
669,2019-05-25,8052.543945,251.759872,35.053101
670,2019-05-26,8673.21582,267.069641,34.104851
671,2019-05-27,8805.77832,272.86264,33.680679
672,2019-05-28,8719.961914,271.768707,33.360947
673,2019-05-29,8659.487305,269.455688,33.744354
674,2019-05-30,8319.472656,255.858948,32.291065
675,2019-05-31,8574.501953,268.113556,32.748165
676,2019-06-01,8564.016602,265.391266,33.013649
677,2019-06-02,8742.958008,270.225525,33.174049
678,2019-06-03,8208.995117,252.607925,31.391956
679,2019-06-04,7707.770996,241.338791,29.380625
680,2019-06-05,7824.231445,247.05101,31.006264
681,2019-06-06,7822.023438,249.474335,31.480104
682,2019-06-07,8043.951172,250.930359,31.587482
683,2019-06-08,7954.12793,245.738098,32.066322
684,2019-06-09,7688.077148,233.0867,30.558287
685,2019-06-10,8000.32959,247.520126,32.064728
686,2019-06-11,7927.714355,245.78183,32.262657
687,2019-06-12,8145.857422,260.90329,34.686386
688,2019-06-13,8230.923828,256.168793,35.143143
689,2019-06-14,8693.833008,264.087463,33.076382
690,2019-06-15,8838.375,269.019318,32.825863
691,2019-06-16,8994.488281,269.223206,32.402725
692,2019-06-17,9320.352539,274.351105,33.917877
693,2019-06-18,9081.762695,265.051849,34.339508
694,2019-06-19,9273.521484,269.431793,35.287197
695,2019-06-20,9527.160156,271.695007,36.726063
696,2019-06-21,10144.556641,294.910278,38.815918
697,2019-06-22,10701.691406,309.38031,37.799755
698,2019-06-23,10855.371094,307.827789,37.134727
699,2019-06-24,11011.102539,310.424683,37.43364
700,2019-06-25,11790.916992,318.126312,36.008289
701,2019-06-26,13016.231445,336.753174,35.698311
702,2019-06-27,11182.806641,294.267639,33.823589
703,2019-06-28,12407.332031,311.226105,34.54974
704,2019-06-29,11959.371094,320.058899,35.360107
705,2019-06-30,10817.155273,290.695984,32.442482
706,2019-07-01,10583.134766,293.641113,32.922298
707,2019-07-02,10801.677734,291.596436,32.009235
708,2019-07-03,11961.269531,303.099976,32.6675
709,2019-07-04,11215.4375,284.523224,32.893326
710,2019-07-05,10978.459961,287.997528,32.713165
711,2019-07-06,11208.550781,287.547119,32.530941
712,2019-07-07,11450.84668,305.700562,33.241062
713,2019-07-08,12285.958008,313.251404,33.469681
714,2019-07-09,12573.8125,308.881012,32.707649
715,2019-07-10,12156.512695,290.002319,31.477377
716,2019-07-11,11358.662109,268.704041,29.641972
717,2019-07-12,11815.986328,276.276703,31.69433
718,2019-07-13,11392.378906,269.458801,31.506933
719,2019-07-14,10256.058594,227.578064,28.924282
720,2019-07-15,10895.089844,229.776001,28.393448
721,2019-07-16,9477.641602,199.188675,25.525009
722,2019-07-17,9693.802734,211.48497,27.219601
723,2019-07-18,10666.482422,226.566162,28.922812
724,2019-07-19,10530.732422,221.33342,29.078394
725,2019-07-20,10767.139648,229.119217,30.872244
726,2019-07-21,10599.105469,225.630768,30.519543
727,2019-07-22,10343.106445,217.560013,30.634586
728,2019-07-23,9900.767578,212.728516,29.585196
729,2019-07-24,9811.925781,217.046371,29.163717
730,2019-07-25,9911.841797,219.617996,29.002432
731,2019-07-26,9870.303711,219.629608,28.979189
732,2019-07-27,9477.677734,207.40831,27.885626
733,2019-07-28,9552.860352,211.186554,27.835171
734,2019-07-29,9519.145508,211.268051,27.203272
735,2019-07-30,9607.423828,210.522598,26.942305
736,2019-07-31,10085.62793,218.654144,27.644558
737,2019-08-01,10399.668945,217.808441,28.773273
738,2019-08-02,10518.174805,217.871567,28.038483
739,2019-08-03,10821.726563,222.490341,27.88986
740,2019-08-04,10970.18457,222.669724,27.556162
741,2019-08-05,11805.65332,234.215027,28.011879
742,2019-08-06,11478.168945,226.020645,27.638088
743,2019-08-07,11941.96875,226.391006,29.354368
744,2019-08-08,11966.407227,220.941864,30.832846
745,2019-08-09,11862.936523,210.488907,29.961473
746,2019-08-10,11354.024414,206.733536,29.681858
747,2019-08-11,11523.579102,216.092865,30.057255
748,2019-08-12,11382.616211,211.288071,30.166882
749,2019-08-13,10895.830078,208.709045,29.466278
750,2019-08-14,10051.704102,186.607742,27.105581
751,2019-08-15,10311.545898,188.50206,28.043447
752,2019-08-16,10374.338867,185.440079,27.644571
753,2019-08-17,10231.744141,185.687683,27.480522
754,2019-08-18,10345.810547,194.49353,27.932446
755,2019-08-19,10916.053711,203.091934,28.809004
756,2019-08-20,10763.232422,196.565414,28.16749
757,2019-08-21,10138.049805,186.891632,26.993715
758,2019-08-22,10131.055664,191.332916,27.089191
759,2019-08-23,10407.964844,194.706207,27.17053
760,2019-08-24,10159.960938,191.289566,26.495663
761,2019-08-25,10138.517578,186.842392,26.131847
762,2019-08-26,10370.820313,188.929382,26.10833
763,2019-08-27,10185.5,187.516663,25.688978
764,2019-08-28,9754.422852,173.889969,23.702868
765,2019-08-29,9510.200195,169.516739,21.889606
766,2019-08-30,9598.173828,168.834869,22.218857
767,2019-08-31,9630.664063,172.469788,21.265915
768,2019-09-01,9757.970703,171.629425,21.56867
769,2019-09-02,10346.760742,178.347351,22.767134
770,2019-09-03,10623.540039,179.499329,22.51454
771,2019-09-04,10594.493164,175.992889,21.796309
772,2019-09-05,10575.533203,174.217133,22.761099
773,2019-09-06,10353.302734,169.956177,22.153149
774,2019-09-07,10517.254883,178.262619,22.548977
775,2019-09-08,10441.276367,181.35553,22.561689
776,2019-09-09,10334.974609,181.14946,22.28739
777,2019-09-10,10115.975586,179.78717,21.911144
778,2019-09-11,10178.37207,178.725494,20.899321
779,2019-09-12,10410.126953,181.016098,20.922277
780,2019-09-13,10360.546875,181.109726,20.887466
781,2019-09-14,10358.048828,188.105515,21.071585
782,2019-09-15,10347.712891,189.789124,20.59894
783,2019-09-16,10276.793945,197.113174,20.398512
784,2019-09-17,10241.272461,208.608749,21.005367
785,2019-09-18,10198.248047,211.393036,22.255444
786,2019-09-19,10266.415039,221.280853,21.614601
787,2019-09-20,10181.641602,218.050049,21.371471
788,2019-09-21,10019.716797,215.516205,21.08218
789,2019-09-22,10070.392578,211.54538,20.525558
790,2019-09-23,9729.324219,201.92131,19.485477
791,2019-09-24,8620.566406,168.110733,16.06769
792,2019-09-25,8486.993164,170.8927,16.258373
793,2019-09-26,8118.967773,166.727127,15.459808
794,2019-09-27,8251.845703,174.710999,15.790263
795,2019-09-28,8245.915039,174.572891,15.851419
796,2019-09-29,8104.185547,170.503479,15.3051
797,2019-09-30,8293.868164,179.872208,15.862675
798,2019-10-01,8343.276367,177.340424,15.903211
799,2019-10-02,8393.041992,180.71051,15.950048
800,2019-10-03,8259.992188,175.199341,15.72676
801,2019-10-04,8205.939453,176.985001,15.755114
802,2019-10-05,8151.500488,176.351517,15.72358
803,2019-10-06,7988.155762,173.059143,15.34898
804,2019-10-07,8245.623047,181.18634,16.134346
805,2019-10-08,8228.783203,182.021561,16.108192
806,2019-10-09,8595.740234,193.293259,17.80658
807,2019-10-10,8586.473633,191.659668,17.571154
808,2019-10-11,8321.756836,182.569687,16.709532
809,2019-10-12,8336.555664,180.826645,17.277906
810,2019-10-13,8321.005859,182.07515,18.308025
811,2019-10-14,8374.686523,186.960907,18.459478
812,2019-10-15,8205.369141,181.406067,18.544653
813,2019-10-16,8047.526855,176.013504,17.84005
814,2019-10-17,8103.911133,178.028351,18.570269
815,2019-10-18,7973.20752,173.621338,18.254192
816,2019-10-19,7988.560547,172.913025,18.288546
817,2019-10-20,8222.078125,175.534378,18.437923
818,2019-10-21,8243.720703,174.92099,18.30555
819,2019-10-22,8078.203125,172.300858,18.195602
820,2019-10-23,7514.671875,162.402786,16.711174
821,2019-10-24,7493.48877,162.168549,16.891573
822,2019-10-25,8660.700195,181.523209,18.616058
823,2019-10-26,9244.972656,179.83548,18.889704
824,2019-10-27,9551.714844,184.242218,19.345646
825,2019-10-28,9256.148438,182.662811,19.75832
826,2019-10-29,9427.6875,190.342575,20.477106
827,2019-10-30,9205.726563,184.692169,20.08695
828,2019-10-31,9199.584961,183.966919,20.000233
829,2019-11-01,9261.104492,183.969894,20.021502
830,2019-11-02,9324.717773,183.92572,20.266994
831,2019-11-03,9235.354492,182.425018,20.206045
832,2019-11-04,9412.612305,186.355194,20.737982
833,2019-11-05,9342.527344,189.304169,20.724674
834,2019-11-06,9360.879883,191.593842,20.817923
835,2019-11-07,9267.561523,187.976547,20.646936
836,2019-11-08,8804.880859,184.211472,19.690773
837,2019-11-09,8813.582031,185.028717,19.735447
838,2019-11-10,9055.526367,189.47728,20.481758
839,2019-11-11,8757.788086,185.489639,20.133141
840,2019-11-12,8815.662109,186.843414,20.857447
841,2019-11-13,8808.262695,188.258743,21.250431
842,2019-11-14,8708.094727,185.999634,21.2647
843,2019-11-15,8491.992188,180.521179,20.316225
844,2019-11-16,8550.760742,183.348358,20.282654
845,2019-11-17,8577.975586,185.119232,20.260794
846,2019-11-18,8309.286133,180.559601,19.31687
847,2019-11-19,8206.145508,177.455551,18.703299
848,2019-11-20,8027.268066,175.698349,18.172274
849,2019-11-21,7642.75,161.462723,16.840218
850,2019-11-22,7296.577637,150.268173,15.581703
851,2019-11-23,7397.796875,153.417786,16.4195
852,2019-11-24,7047.916992,142.834702,15.278765
853,2019-11-25,7146.133789,146.476532,15.267364
854,2019-11-26,7218.371094,148.965073,15.527255
855,2019-11-27,7531.663574,153.010559,16.098288
856,2019-11-28,7463.105957,151.717575,15.683207
857,2019-11-29,7761.243652,155.304153,16.273304
858,2019-11-30,7569.629883,152.539688,15.715951
859,2019-12-01,7424.29248,151.18573,15.496336
860,2019-12-02,7321.988281,149.059158,15.191858
861,2019-12-03,7320.145508,147.956421,15.309556
862,2019-12-04,7252.034668,146.747742,15.279978
863,2019-12-05,7448.307617,149.248993,15.762839
864,2019-12-06,7546.996582,149.194443,15.711299
865,2019-12-07,7556.237793,148.768158,15.667086
866,2019-12-08,7564.345215,151.264725,15.674523
867,2019-12-09,7400.899414,148.225174,15.448539
868,2019-12-10,7278.119629,146.267044,14.95887
869,2019-12-11,7217.427246,143.608002,14.824551
870,2019-12-12,7243.134277,145.604004,14.818167
871,2019-12-13,7269.68457,144.944748,14.878744
872,2019-12-14,7124.673828,142.869232,14.505015
873,2019-12-15,7152.301758,143.11499,14.490446
874,2019-12-16,6932.480469,133.614029,13.558786
875,2019-12-17,6640.515137,122.603889,12.386941
876,2019-12-18,7276.802734,133.092194,13.53526
877,2019-12-19,7202.844238,129.321136,13.445779
878,2019-12-20,7218.816406,129.066055,13.570779
879,2019-12-21,7191.158691,128.130951,13.380659
880,2019-12-22,7511.588867,132.372513,13.835881
881,2019-12-23,7355.628418,128.61409,13.369034
882,2019-12-24,7322.532227,129.063889,13.444571
883,2019-12-25,7275.155762,126.454636,13.174839
884,2019-12-26,7238.966797,126.361221,13.208636
885,2019-12-27,7290.088379,127.214607,13.36272
886,2019-12-28,7317.990234,128.322708,13.705417
887,2019-12-29,7422.652832,134.75798,14.150045
888,2019-12-30,7292.995117,132.633484,13.947442
889,2019-12-31,7193.599121,129.610855,13.727642
890,2020-01-01,7200.174316,130.802002,13.689083
891,2020-01-02,6985.470215,127.410179,13.027011
892,2020-01-03,7344.884277,134.171707,13.660452
893,2020-01-04,7410.656738,135.069366,13.891512
894,2020-01-05,7411.317383,136.276779,14.111019
895,2020-01-06,7769.219238,144.304153,14.957808
896,2020-01-07,8163.692383,143.543991,15.00925
897,2020-01-08,8079.862793,141.258133,14.602934
898,2020-01-09,7879.071289,138.979202,14.498314
899,2020-01-10,8166.554199,143.963776,15.025826
900,2020-01-11,8037.537598,142.927109,14.946328
901,2020-01-12,8192.494141,145.873932,15.322083
902,2020-01-13,8144.194336,144.226593,15.227272
903,2020-01-14,8827.764648,165.955353,16.626122
904,2020-01-15,8807.010742,166.230682,17.654812
905,2020-01-16,8723.786133,164.391006,17.076946
906,2020-01-17,8929.038086,170.779953,18.135199
907,2020-01-18,8942.808594,175.365677,17.823919
908,2020-01-19,8706.245117,166.969849,17.369253
909,2020-01-20,8657.642578,167.120514,17.325275
910,2020-01-21,8745.894531,169.697159,18.127666
911,2020-01-22,8680.875977,168.294159,17.798361
912,2020-01-23,8406.515625,162.928558,17.021404
913,2020-01-24,8445.43457,163.051178,17.047409
914,2020-01-25,8367.847656,161.283936,16.976107
915,2020-01-26,8596.830078,168.077103,17.438633
916,2020-01-27,8909.819336,170.930893,17.691341
917,2020-01-28,9358.589844,176.370316,18.115135
918,2020-01-29,9316.629883,175.050339,17.912777
919,2020-01-30,9508.993164,184.690475,18.590408
920,2020-01-31,9350.529297,180.160172,18.210979
921,2020-02-01,9392.875,183.67395,18.218321
922,2020-02-02,9344.365234,188.617538,18.448185
923,2020-02-03,9293.521484,189.865067,18.462755
924,2020-02-04,9180.962891,189.250595,18.177366
925,2020-02-05,9613.423828,204.23024,19.21505
926,2020-02-06,9729.801758,212.339081,20.595263
927,2020-02-07,9795.943359,222.726059,22.062258
928,2020-02-08,9865.119141,223.146515,21.782419
929,2020-02-09,10116.673828,228.578568,24.308561
930,2020-02-10,9856.611328,223.522705,25.218315
931,2020-02-11,10208.236328,235.851196,25.637403
932,2020-02-12,10326.054688,265.406128,26.466763
933,2020-02-13,10214.379883,268.099243,25.4401
934,2020-02-14,10312.116211,284.217499,26.296959
935,2020-02-15,9889.424805,264.728577,24.149651
936,2020-02-16,9934.433594,259.894714,23.466389
937,2020-02-17,9690.142578,266.363434,23.551378
938,2020-02-18,10141.996094,281.94458,24.058178
939,2020-02-19,9633.386719,259.763977,22.333511
940,2020-02-20,9608.475586,257.949463,22.229147
941,2020-02-21,9686.441406,265.600616,22.184877
942,2020-02-22,9663.181641,262.331726,21.968481
943,2020-02-23,9924.515625,273.75415,22.828871
944,2020-02-24,9650.174805,265.216431,22.044127
945,2020-02-25,9341.705078,247.817596,20.34247
946,2020-02-26,8820.522461,225.680267,18.799131
947,2020-02-27,8784.494141,226.753387,19.122568
948,2020-02-28,8672.455078,226.760498,18.854837
949,2020-02-29,8599.508789,219.848511,19.584091
950,2020-03-01,8562.454102,218.970596,18.963232
951,2020-03-02,8869.669922,230.569778,19.814064
952,2020-03-03,8787.786133,224.47963,19.63719
953,2020-03-04,8755.246094,224.517975,19.959188
954,2020-03-05,9078.762695,229.268188,20.802031
955,2020-03-06,9122.545898,243.525299,21.288389
956,2020-03-07,8909.954102,237.853088,20.179567
957,2020-03-08,8108.116211,200.689056,16.974066
958,2020-03-09,7923.644531,201.986328,16.570744
959,2020-03-10,7909.729492,200.767242,16.875654
960,2020-03-11,7911.430176,194.86853,16.524834
961,2020-03-12,4970.788086,112.347122,9.600166
962,2020-03-13,5563.707031,133.201813,10.833057
963,2020-03-14,5200.366211,123.306023,10.140449
964,2020-03-15,5392.314941,125.214302,10.436018
965,2020-03-16,5014.47998,110.605873,9.38605
966,2020-03-17,5225.629395,113.942749,10.077175
967,2020-03-18,5238.438477,114.84227,10.119137
968,2020-03-19,6191.192871,136.593857,12.27964
969,2020-03-20,6198.77832,132.737167,11.875867
970,2020-03-21,6185.066406,132.81871,12.057991
971,2020-03-22,5830.254883,123.321152,11.158228
972,2020-03-23,6416.314941,134.911606,12.117715
973,2020-03-24,6734.803711,138.761444,12.40122
974,2020-03-25,6681.062988,136.195892,12.3243
975,2020-03-26,6716.44043,138.361557,13.217611
976,2020-03-27,6469.79834,133.937943,12.523257
977,2020-03-28,6242.193848,130.986496,12.193113
978,2020-03-29,5922.042969,125.583733,11.441221
979,2020-03-30,6429.841797,132.904541,12.286843
980,2020-03-31,6438.644531,133.593567,12.581606
981,2020-04-01,6606.776367,135.634552,12.741603
982,2020-04-02,6793.624512,142.029144,13.066639
983,2020-04-03,6733.387207,142.091309,13.373008
984,2020-04-04,6867.527344,145.219391,13.824528
985,2020-04-05,6791.129395,143.546646,13.734116
986,2020-04-06,7271.78125,169.13588,15.084521
987,2020-04-07,7176.414551,165.101944,14.681547
988,2020-04-08,7334.098633,172.641739,15.056076
989,2020-04-09,7302.089355,170.807144,15.062604
990,2020-04-10,6865.493164,158.412445,13.737724
991,2020-04-11,6859.083008,158.216019,13.804288
992,2020-04-12,6971.091797,161.142426,14.375111
993,2020-04-13,6845.037598,156.279556,15.034427
994,2020-04-14,6842.427734,157.59639,15.525076
995,2020-04-15,6642.109863,153.286896,14.593927
996,2020-04-16,7116.804199,172.157379,15.70273
998,2020-04-18,7257.665039,186.914001,16.593172
999,2020-04-19,7189.424805,181.61496,16.139933
1000,2020-04-20,6881.958496,172.297165,15.085403
1001,2020-04-21,6880.323242,172.737701,15.205772
1002,2020-04-22,7117.20752,182.599579,15.69316
1003,2020-04-23,7429.724609,185.028671,16.006208
1004,2020-04-24,7550.900879,189.236938,16.016418
1005,2020-04-25,7569.936035,195.515305,16.305418
1006,2020-04-26,7679.867188,197.317535,16.383768
1007,2020-04-27,7795.601074,197.224716,16.463215
1008,2020-04-28,7807.058594,198.41539,16.444286
1009,2020-04-29,8801.038086,216.968231,17.493774
1010,2020-04-30,8658.553711,207.602051,17.033976
1011,2020-05-01,8864.766602,214.219101,17.564993
1012,2020-05-02,8988.59668,215.325378,17.584904
1013,2020-05-03,8897.46875,210.933151,17.126299
1014,2020-05-04,8912.654297,208.174011,17.100756
1015,2020-05-05,9003.070313,206.774399,16.919775
1016,2020-05-06,9268.761719,204.055786,16.657045
1017,2020-05-07,9951.518555,212.289413,17.013199
1018,2020-05-08,9842.666016,212.991577,17.241476
1019,2020-05-09,9593.896484,211.600128,16.935961
1020,2020-05-10,8756.430664,188.599564,15.295669
1021,2020-05-11,8601.795898,185.912842,15.097545
1022,2020-05-12,8804.477539,189.3125,15.741054
1023,2020-05-13,9269.987305,199.193283,16.138878
1024,2020-05-14,9733.72168,202.949097,16.3578
1025,2020-05-15,9328.197266,195.622665,15.754374
1026,2020-05-16,9377.013672,200.677124,16.051781
1027,2020-05-17,9670.739258,207.158691,16.314646
1028,2020-05-18,9726.575195,214.525055,16.636265
1029,2020-05-19,9729.038086,213.451111,17.154663
1030,2020-05-20,9522.981445,210.096741,16.888025
1031,2020-05-21,9081.761719,199.883606,16.122381
1032,2020-05-22,9182.577148,207.169189,16.639593
1033,2020-05-23,9209.287109,208.694397,16.588194
1034,2020-05-24,8790.368164,202.370346,16.083439
1035,2020-05-25,8906.93457,205.319748,16.400908
1036,2020-05-26,8835.052734,201.902313,16.212547
1037,2020-05-27,9181.017578,208.863434,16.493284
1038,2020-05-28,9525.750977,219.840424,17.05934
1039,2020-05-29,9439.124023,220.675125,17.04163
1040,2020-05-30,9700.414063,242.345596,17.743418
1041,2020-05-31,9461.058594,230.975708,17.040472
1042,2020-06-01,10167.268555,246.99176,17.914942
1043,2020-06-02,9529.803711,237.219055,17.239304
1044,2020-06-03,9656.717773,244.179321,17.545404
1045,2020-06-04,9800.636719,244.426392,17.565874
1046,2020-06-05,9665.533203,241.221985,17.688786
1047,2020-06-06,9653.679688,241.93132,17.535934
1048,2020-06-07,9758.852539,245.167252,17.447035
1049,2020-06-08,9771.489258,246.309906,17.39303
1050,2020-06-09,9795.700195,244.911453,17.435377
1051,2020-06-10,9870.094727,247.444946,17.410467
1052,2020-06-11,9321.78125,231.702667,16.308926
1053,2020-06-12,9480.84375,237.49321,16.66914
1054,2020-06-13,9475.277344,238.908844,16.823734
1055,2020-06-14,9386.788086,234.1147,16.656242
1056,2020-06-15,9450.702148,229.928909,16.384802
1057,2020-06-16,9538.024414,234.416168,16.421957
1058,2020-06-17,9480.254883,233.028275,16.402542
1059,2020-06-18,9411.84082,232.101166,16.20859
1060,2020-06-19,9288.018555,227.13829,15.907086
1061,2020-06-20,9332.34082,229.274261,16.04756
1062,2020-06-21,9303.629883,228.989822,16.001226
1063,2020-06-22,9648.717773,242.533188,16.475288
1064,2020-06-23,9629.658203,244.142151,16.422567
1065,2020-06-24,9313.610352,235.772461,16.026758
1066,2020-06-25,9264.813477,232.944489,15.922709
1067,2020-06-26,9162.917969,229.668045,15.749224
1068,2020-06-27,9045.390625,222.959793,15.185254
1069,2020-06-28,9143.582031,225.347168,15.420089
1070,2020-06-29,9190.854492,228.19487,15.505232
1071,2020-06-30,9137.993164,226.315002,15.413582
1072,2020-07-01,9228.325195,231.113419,15.82946
1073,2020-07-02,9123.410156,229.392197,15.53849
1074,2020-07-03,9087.303711,225.38707,15.291962
1075,2020-07-04,9132.488281,229.074112,15.552981
1076,2020-07-05,9073.942383,227.664597,15.480226
1077,2020-07-06,9375.474609,241.510223,16.29677
1078,2020-07-07,9252.277344,239.075531,16.770226
1079,2020-07-08,9428.333008,246.670013,17.227657
1080,2020-07-09,9277.967773,243.015961,16.884869
1081,2020-07-10,9278.807617,240.984985,17.261251
1082,2020-07-11,9240.34668,239.458176,17.622179
1083,2020-07-12,9276.5,242.131699,18.236546
1084,2020-07-13,9243.614258,239.604584,18.409563
1085,2020-07-14,9243.213867,240.211487,18.082909
1086,2020-07-15,9192.836914,238.423523,17.591215
1087,2020-07-16,9132.227539,233.640884,17.143843
1088,2020-07-17,9151.392578,232.773087,17.084974
1089,2020-07-18,9159.040039,235.48381,17.126711
1090,2020-07-19,9185.817383,238.487518,17.955778
1091,2020-07-20,9164.231445,236.153168,17.484709
1092,2020-07-21,9374.887695,245.016724,17.715408
1093,2020-07-22,9525.363281,262.190643,18.091908
1094,2020-07-23,9581.072266,274.689056,18.673296
1095,2020-07-24,9536.892578,279.215424,19.152901
1096,2020-07-25,9677.113281,304.056763,19.776423
1097,2020-07-26,9905.166992,309.643616,19.521025
1098,2020-07-27,10990.873047,321.514099,19.620329
1099,2020-07-28,10912.823242,316.657257,20.173548
1100,2020-07-29,11100.467773,318.190887,19.89559
1101,2020-07-30,11111.213867,334.586639,20.012735
1102,2020-07-31,11323.466797,345.554657,20.668146
1103,2020-08-01,11759.592773,385.199707,21.530432
1104,2020-08-02,11053.614258,370.671722,20.944887
1105,2020-08-03,11246.348633,386.295166,22.055012
1106,2020-08-04,11205.892578,389.875488,22.282585
1107,2020-08-05,11747.022461,401.590576,23.336218
1108,2020-08-06,11779.773438,394.961945,22.707661
1109,2020-08-07,11601.472656,379.512848,22.311546
1110,2020-08-08,11754.045898,393.987366,22.878119
1111,2020-08-09,11675.739258,391.120453,22.475536
1112,2020-08-10,11878.111328,395.887573,22.613796
